"species","longitude","latitude"
"Papilio",126.7291667,33.47916667
"Papilio",126.7291667,34.8125
"Papilio",126.7291667,34.89583333
"Papilio",126.7291667,35.0625
"Papilio",126.7291667,35.3125
"Papilio",126.7291667,35.39583333
"Papilio",126.7291667,35.5625
"Papilio",126.7291667,35.72916667
"Papilio",126.7291667,36.52083333
"Papilio",126.7291667,36.5625
"Papilio",126.7291667,36.9375
"Papilio",126.7291667,37.5625
"Papilio",126.7291667,37.77083333
"Papilio",126.7291667,37.85416667
"Papilio",126.7291667,37.89583333
"Papilio",126.7291667,37.9375
"Papilio",126.7708333,33.35416667
"Papilio",126.7708333,33.47916667
"Papilio",126.7708333,34.72916667
"Papilio",126.7708333,34.77083333
"Papilio",126.7708333,35.1875
"Papilio",126.7708333,35.4375
"Papilio",126.7708333,35.47916667
"Papilio",126.7708333,35.60416667
"Papilio",126.7708333,36.3125
"Papilio",126.7708333,36.60416667
"Papilio",126.7708333,36.8125
"Papilio",126.7708333,36.89583333
"Papilio",126.7708333,37.4375
"Papilio",126.7708333,37.6875
"Papilio",126.8125,33.39583333
"Papilio",126.8125,33.47916667
"Papilio",126.8125,34.6875
"Papilio",126.8125,34.72916667
"Papilio",126.8125,34.8125
"Papilio",126.8125,34.9375
"Papilio",126.8125,35.64583333
"Papilio",126.8125,35.85416667
"Papilio",126.8125,35.97916667
"Papilio",126.8125,36.1875
"Papilio",126.8125,36.3125
"Papilio",126.8125,36.4375
"Papilio",126.8125,36.52083333
"Papilio",126.8125,36.5625
"Papilio",126.8125,37.1875
"Papilio",126.8125,37.39583333
"Papilio",126.8125,37.52083333
"Papilio",126.8125,37.5625
"Papilio",126.8125,37.72916667
"Papilio",126.8541667,34.52083333
"Papilio",126.8541667,34.72916667
"Papilio",126.8541667,34.8125
"Papilio",126.8541667,35.0625
"Papilio",126.8541667,35.39583333
"Papilio",126.8541667,36.10416667
"Papilio",126.8541667,36.27083333
"Papilio",126.8541667,36.3125
"Papilio",126.8541667,36.39583333
"Papilio",126.8541667,36.4375
"Papilio",126.8541667,36.64583333
"Papilio",126.8541667,36.6875
"Papilio",126.8541667,37.35416667
"Papilio",126.8541667,37.64583333
"Papilio",126.8541667,37.72916667
"Papilio",126.8541667,37.85416667
"Papilio",126.8541667,37.89583333
"Papilio",126.8541667,38.02083333
"Papilio",126.8958333,33.4375
"Papilio",126.8958333,33.47916667
"Papilio",126.8958333,34.5625
"Papilio",126.8958333,34.85416667
"Papilio",126.8958333,35.47916667
"Papilio",126.8958333,36.0625
"Papilio",126.8958333,36.39583333
"Papilio",126.8958333,36.4375
"Papilio",126.8958333,36.5625
"Papilio",126.8958333,37.35416667
"Papilio",126.8958333,37.47916667
"Papilio",126.8958333,37.72916667
"Papilio",126.8958333,38.0625
"Papilio",126.9375,33.4375
"Papilio",126.9375,33.47916667
"Papilio",126.9375,34.5625
"Papilio",126.9375,34.64583333
"Papilio",126.9375,35.0625
"Papilio",126.9375,35.1875
"Papilio",126.9375,35.3125
"Papilio",126.9375,35.4375
"Papilio",126.9375,35.5625
"Papilio",126.9375,35.6875
"Papilio",126.9375,35.77083333
"Papilio",126.9375,35.97916667
"Papilio",126.9375,36.1875
"Papilio",126.9375,36.27083333
"Papilio",126.9375,36.3125
"Papilio",126.9375,36.5625
"Papilio",126.9375,36.6875
"Papilio",126.9375,36.8125
"Papilio",126.9375,37.0625
"Papilio",126.9375,37.35416667
"Papilio",126.9375,37.4375
"Papilio",126.9375,37.5625
"Papilio",126.9375,37.60416667
"Papilio",126.9375,37.6875
"Papilio",126.9375,37.72916667
"Papilio",126.9375,37.77083333
"Papilio",126.9375,37.85416667
"Papilio",126.9375,37.9375
"Papilio",126.9375,38.0625
"Papilio",126.9791667,33.47916667
"Papilio",126.9791667,35.0625
"Papilio",126.9791667,35.1875
"Papilio",126.9791667,35.39583333
"Papilio",126.9791667,35.6875
"Papilio",126.9791667,36.02083333
"Papilio",126.9791667,36.60416667
"Papilio",126.9791667,36.77083333
"Papilio",126.9791667,37.52083333
"Papilio",126.9791667,37.5625
"Papilio",126.9791667,37.9375
"Papilio",126.9791667,38.0625
"Papilio",126.9791667,38.14583333
"Papilio",127.0208333,35.35416667
"Papilio",127.0208333,35.6875
"Papilio",127.0208333,36.02083333
"Papilio",127.0208333,36.5625
"Papilio",127.0208333,36.64583333
"Papilio",127.0208333,36.6875
"Papilio",127.0208333,36.8125
"Papilio",127.0208333,36.85416667
"Papilio",127.0208333,36.89583333
"Papilio",127.0208333,37.1875
"Papilio",127.0208333,37.52083333
"Papilio",127.0208333,37.6875
"Papilio",127.0208333,37.77083333
"Papilio",127.0208333,38.0625
"Papilio",127.0625,34.6875
"Papilio",127.0625,34.8125
"Papilio",127.0625,34.9375
"Papilio",127.0625,35.0625
"Papilio",127.0625,35.1875
"Papilio",127.0625,35.3125
"Papilio",127.0625,35.4375
"Papilio",127.0625,35.77083333
"Papilio",127.0625,35.8125
"Papilio",127.0625,36.02083333
"Papilio",127.0625,36.4375
"Papilio",127.0625,36.5625
"Papilio",127.0625,36.6875
"Papilio",127.0625,37.3125
"Papilio",127.0625,37.52083333
"Papilio",127.0625,37.64583333
"Papilio",127.0625,37.6875
"Papilio",127.0625,37.89583333
"Papilio",127.0625,37.97916667
"Papilio",127.0625,38.02083333
"Papilio",127.0625,38.0625
"Papilio",127.0625,38.10416667
"Papilio",127.0625,38.14583333
"Papilio",127.1041667,34.77083333
"Papilio",127.1041667,34.9375
"Papilio",127.1041667,35.10416667
"Papilio",127.1041667,35.27083333
"Papilio",127.1041667,35.60416667
"Papilio",127.1041667,35.72916667
"Papilio",127.1041667,35.77083333
"Papilio",127.1041667,35.97916667
"Papilio",127.1041667,36.4375
"Papilio",127.1041667,36.47916667
"Papilio",127.1041667,36.6875
"Papilio",127.1041667,36.8125
"Papilio",127.1041667,37.0625
"Papilio",127.1041667,37.5625
"Papilio",127.1041667,37.6875
"Papilio",127.1041667,37.72916667
"Papilio",127.1041667,38.1875
"Papilio",127.1458333,35.4375
"Papilio",127.1458333,35.5625
"Papilio",127.1458333,35.97916667
"Papilio",127.1458333,36.64583333
"Papilio",127.1458333,36.85416667
"Papilio",127.1458333,37.72916667
"Papilio",127.1458333,37.77083333
"Papilio",127.1458333,37.89583333
"Papilio",127.1458333,37.9375
"Papilio",127.1458333,38.02083333
"Papilio",127.1458333,38.27083333
"Papilio",127.1875,34.9375
"Papilio",127.1875,35.0625
"Papilio",127.1875,35.1875
"Papilio",127.1875,35.39583333
"Papilio",127.1875,35.4375
"Papilio",127.1875,35.47916667
"Papilio",127.1875,35.52083333
"Papilio",127.1875,35.72916667
"Papilio",127.1875,35.8125
"Papilio",127.1875,35.9375
"Papilio",127.1875,36.10416667
"Papilio",127.1875,36.1875
"Papilio",127.1875,36.27083333
"Papilio",127.1875,36.35416667
"Papilio",127.1875,36.5625
"Papilio",127.1875,36.64583333
"Papilio",127.1875,36.72916667
"Papilio",127.1875,36.8125
"Papilio",127.1875,37.0625
"Papilio",127.1875,37.1875
"Papilio",127.1875,37.3125
"Papilio",127.1875,37.4375
"Papilio",127.1875,37.47916667
"Papilio",127.1875,37.72916667
"Papilio",127.1875,37.77083333
"Papilio",127.1875,38.02083333
"Papilio",127.1875,38.10416667
"Papilio",127.1875,38.14583333
"Papilio",127.1875,38.1875
"Papilio",127.2291667,34.64583333
"Papilio",127.2291667,34.85416667
"Papilio",127.2291667,35.3125
"Papilio",127.2291667,35.4375
"Papilio",127.2291667,35.47916667
"Papilio",127.2291667,36.22916667
"Papilio",127.2291667,36.27083333
"Papilio",127.2291667,36.4375
"Papilio",127.2291667,36.47916667
"Papilio",127.2291667,36.6875
"Papilio",127.2291667,36.77083333
"Papilio",127.2291667,36.8125
"Papilio",127.2291667,36.85416667
"Papilio",127.2291667,36.89583333
"Papilio",127.2291667,37.22916667
"Papilio",127.2291667,37.4375
"Papilio",127.2291667,37.52083333
"Papilio",127.2291667,37.6875
"Papilio",127.2291667,37.8125
"Papilio",127.2291667,38.02083333
"Papilio",127.2291667,38.1875
"Papilio",127.2291667,38.27083333
"Papilio",127.2708333,34.52083333
"Papilio",127.2708333,35.3125
"Papilio",127.2708333,35.5625
"Papilio",127.2708333,35.72916667
"Papilio",127.2708333,36.3125
"Papilio",127.2708333,36.52083333
"Papilio",127.2708333,36.60416667
"Papilio",127.2708333,36.77083333
"Papilio",127.2708333,36.85416667
"Papilio",127.2708333,36.9375
"Papilio",127.2708333,37.27083333
"Papilio",127.2708333,37.35416667
"Papilio",127.2708333,37.4375
"Papilio",127.2708333,37.5625
"Papilio",127.2708333,37.6875
"Papilio",127.2708333,37.77083333
"Papilio",127.2708333,37.8125
"Papilio",127.3125,34.5625
"Papilio",127.3125,34.97916667
"Papilio",127.3125,35.1875
"Papilio",127.3125,35.4375
"Papilio",127.3125,35.47916667
"Papilio",127.3125,35.8125
"Papilio",127.3125,35.9375
"Papilio",127.3125,36.0625
"Papilio",127.3125,36.1875
"Papilio",127.3125,36.4375
"Papilio",127.3125,36.6875
"Papilio",127.3125,36.85416667
"Papilio",127.3125,36.9375
"Papilio",127.3125,37.0625
"Papilio",127.3125,37.1875
"Papilio",127.3125,37.3125
"Papilio",127.3125,37.39583333
"Papilio",127.3125,37.4375
"Papilio",127.3125,37.5625
"Papilio",127.3125,37.6875
"Papilio",127.3125,37.89583333
"Papilio",127.3125,38.0625
"Papilio",127.3125,38.22916667
"Papilio",127.3541667,34.97916667
"Papilio",127.3541667,35.6875
"Papilio",127.3541667,35.72916667
"Papilio",127.3541667,35.9375
"Papilio",127.3541667,36.0625
"Papilio",127.3541667,36.35416667
"Papilio",127.3541667,36.4375
"Papilio",127.3541667,36.5625
"Papilio",127.3541667,36.77083333
"Papilio",127.3541667,36.85416667
"Papilio",127.3541667,37.22916667
"Papilio",127.3541667,37.39583333
"Papilio",127.3541667,37.72916667
"Papilio",127.3541667,38.14583333
"Papilio",127.3541667,50.64583333
"Papilio",127.3958333,34.85416667
"Papilio",127.3958333,35.47916667
"Papilio",127.3958333,35.6875
"Papilio",127.3958333,35.77083333
"Papilio",127.3958333,36.10416667
"Papilio",127.3958333,36.4375
"Papilio",127.3958333,36.8125
"Papilio",127.3958333,36.9375
"Papilio",127.3958333,37.52083333
"Papilio",127.3958333,37.6875
"Papilio",127.4375,34.9375
"Papilio",127.4375,35.3125
"Papilio",127.4375,35.4375
"Papilio",127.4375,35.72916667
"Papilio",127.4375,35.9375
"Papilio",127.4375,36.0625
"Papilio",127.4375,36.1875
"Papilio",127.4375,36.3125
"Papilio",127.4375,36.39583333
"Papilio",127.4375,36.5625
"Papilio",127.4375,36.77083333
"Papilio",127.4375,36.85416667
"Papilio",127.4375,37.1875
"Papilio",127.4375,37.22916667
"Papilio",127.4375,37.27083333
"Papilio",127.4375,37.3125
"Papilio",127.4375,37.4375
"Papilio",127.4375,37.47916667
"Papilio",127.4375,37.60416667
"Papilio",127.4375,37.64583333
"Papilio",127.4375,37.6875
"Papilio",127.4375,38.22916667
"Papilio",127.4791667,35.52083333
"Papilio",127.4791667,35.6875
"Papilio",127.4791667,35.72916667
"Papilio",127.4791667,35.85416667
"Papilio",127.4791667,36.27083333
"Papilio",127.4791667,36.3125
"Papilio",127.4791667,36.47916667
"Papilio",127.4791667,36.60416667
"Papilio",127.4791667,36.64583333
"Papilio",127.4791667,36.77083333
"Papilio",127.4791667,37.47916667
"Papilio",127.4791667,37.5625
"Papilio",127.4791667,37.6875
"Papilio",127.4791667,37.97916667
"Papilio",127.4791667,38.0625
"Papilio",127.4791667,38.1875
"Papilio",127.5208333,35.60416667
"Papilio",127.5208333,35.85416667
"Papilio",127.5208333,35.9375
"Papilio",127.5208333,36.0625
"Papilio",127.5208333,36.10416667
"Papilio",127.5208333,36.3125
"Papilio",127.5208333,36.60416667
"Papilio",127.5208333,36.8125
"Papilio",127.5208333,36.85416667
"Papilio",127.5208333,37.1875
"Papilio",127.5208333,37.22916667
"Papilio",127.5208333,37.64583333
"Papilio",127.5208333,37.85416667
"Papilio",127.5208333,38.1875
"Papilio",127.5625,34.85416667
"Papilio",127.5625,34.9375
"Papilio",127.5625,34.97916667
"Papilio",127.5625,35.0625
"Papilio",127.5625,35.4375
"Papilio",127.5625,35.64583333
"Papilio",127.5625,35.8125
"Papilio",127.5625,35.9375
"Papilio",127.5625,36.1875
"Papilio",127.5625,36.27083333
"Papilio",127.5625,36.3125
"Papilio",127.5625,36.4375
"Papilio",127.5625,36.5625
"Papilio",127.5625,36.6875
"Papilio",127.5625,36.8125
"Papilio",127.5625,36.9375
"Papilio",127.5625,37.0625
"Papilio",127.5625,37.14583333
"Papilio",127.5625,37.3125
"Papilio",127.5625,37.35416667
"Papilio",127.5625,37.4375
"Papilio",127.5625,37.47916667
"Papilio",127.5625,37.5625
"Papilio",127.5625,37.6875
"Papilio",127.5625,37.8125
"Papilio",127.5625,37.97916667
"Papilio",127.5625,38.1875
"Papilio",127.6041667,35.22916667
"Papilio",127.6041667,35.52083333
"Papilio",127.6041667,35.5625
"Papilio",127.6041667,35.60416667
"Papilio",127.6041667,35.64583333
"Papilio",127.6041667,35.6875
"Papilio",127.6041667,36.3125
"Papilio",127.6041667,36.39583333
"Papilio",127.6041667,36.4375
"Papilio",127.6041667,36.47916667
"Papilio",127.6041667,36.6875
"Papilio",127.6041667,37.10416667
"Papilio",127.6041667,37.27083333
"Papilio",127.6041667,37.3125
"Papilio",127.6041667,37.8125
"Papilio",127.6041667,38.14583333
"Papilio",127.6458333,34.9375
"Papilio",127.6458333,35.60416667
"Papilio",127.6458333,35.8125
"Papilio",127.6458333,35.97916667
"Papilio",127.6458333,36.27083333
"Papilio",127.6458333,36.4375
"Papilio",127.6458333,36.5625
"Papilio",127.6458333,36.72916667
"Papilio",127.6458333,36.85416667
"Papilio",127.6458333,36.9375
"Papilio",127.6458333,37.02083333
"Papilio",127.6458333,37.27083333
"Papilio",127.6458333,37.9375
"Papilio",127.6458333,38.1875
"Papilio",127.6875,34.5625
"Papilio",127.6875,34.72916667
"Papilio",127.6875,34.77083333
"Papilio",127.6875,34.8125
"Papilio",127.6875,35.0625
"Papilio",127.6875,35.1875
"Papilio",127.6875,35.4375
"Papilio",127.6875,35.5625
"Papilio",127.6875,35.60416667
"Papilio",127.6875,35.8125
"Papilio",127.6875,35.9375
"Papilio",127.6875,36.0625
"Papilio",127.6875,36.14583333
"Papilio",127.6875,36.27083333
"Papilio",127.6875,36.3125
"Papilio",127.6875,36.39583333
"Papilio",127.6875,36.4375
"Papilio",127.6875,36.47916667
"Papilio",127.6875,36.60416667
"Papilio",127.6875,36.6875
"Papilio",127.6875,36.8125
"Papilio",127.6875,36.9375
"Papilio",127.6875,36.97916667
"Papilio",127.6875,37.14583333
"Papilio",127.6875,37.1875
"Papilio",127.6875,37.3125
"Papilio",127.6875,37.4375
"Papilio",127.6875,37.5625
"Papilio",127.6875,37.6875
"Papilio",127.6875,37.8125
"Papilio",127.6875,37.9375
"Papilio",127.6875,49.85416667
"Papilio",127.7291667,34.72916667
"Papilio",127.7291667,35.4375
"Papilio",127.7291667,35.47916667
"Papilio",127.7291667,35.5625
"Papilio",127.7291667,35.64583333
"Papilio",127.7291667,35.97916667
"Papilio",127.7291667,36.27083333
"Papilio",127.7291667,36.5625
"Papilio",127.7291667,36.60416667
"Papilio",127.7291667,36.9375
"Papilio",127.7291667,37.3125
"Papilio",127.7291667,37.4375
"Papilio",127.7291667,37.6875
"Papilio",127.7291667,37.8125
"Papilio",127.7291667,37.9375
"Papilio",127.7708333,34.60416667
"Papilio",127.7708333,34.64583333
"Papilio",127.7708333,34.6875
"Papilio",127.7708333,35.1875
"Papilio",127.7708333,35.52083333
"Papilio",127.7708333,35.77083333
"Papilio",127.7708333,35.89583333
"Papilio",127.7708333,36.52083333
"Papilio",127.7708333,36.64583333
"Papilio",127.7708333,36.6875
"Papilio",127.7708333,37.1875
"Papilio",127.7708333,37.27083333
"Papilio",127.7708333,37.39583333
"Papilio",127.7708333,38.14583333
"Papilio",127.8125,34.8125
"Papilio",127.8125,35.02083333
"Papilio",127.8125,35.0625
"Papilio",127.8125,35.1875
"Papilio",127.8125,35.3125
"Papilio",127.8125,35.4375
"Papilio",127.8125,35.47916667
"Papilio",127.8125,35.6875
"Papilio",127.8125,35.8125
"Papilio",127.8125,35.89583333
"Papilio",127.8125,35.9375
"Papilio",127.8125,36.0625
"Papilio",127.8125,36.1875
"Papilio",127.8125,36.27083333
"Papilio",127.8125,36.3125
"Papilio",127.8125,36.47916667
"Papilio",127.8125,36.5625
"Papilio",127.8125,36.60416667
"Papilio",127.8125,36.6875
"Papilio",127.8125,36.72916667
"Papilio",127.8125,36.77083333
"Papilio",127.8125,36.8125
"Papilio",127.8125,36.9375
"Papilio",127.8125,37.0625
"Papilio",127.8125,37.1875
"Papilio",127.8125,37.4375
"Papilio",127.8125,37.5625
"Papilio",127.8125,37.8125
"Papilio",127.8125,37.85416667
"Papilio",127.8125,37.9375
"Papilio",127.8125,38.02083333
"Papilio",127.8125,38.27083333
"Papilio",127.8541667,34.72916667
"Papilio",127.8541667,34.77083333
"Papilio",127.8541667,34.8125
"Papilio",127.8541667,34.85416667
"Papilio",127.8541667,34.89583333
"Papilio",127.8541667,34.97916667
"Papilio",127.8541667,35.5625
"Papilio",127.8541667,35.6875
"Papilio",127.8541667,35.72916667
"Papilio",127.8541667,36.27083333
"Papilio",127.8541667,36.4375
"Papilio",127.8541667,36.47916667
"Papilio",127.8541667,36.72916667
"Papilio",127.8541667,37.85416667
"Papilio",127.8541667,37.97916667
"Papilio",127.8958333,34.89583333
"Papilio",127.8958333,34.9375
"Papilio",127.8958333,34.97916667
"Papilio",127.8958333,35.10416667
"Papilio",127.8958333,35.1875
"Papilio",127.8958333,35.3125
"Papilio",127.8958333,35.5625
"Papilio",127.8958333,35.6875
"Papilio",127.8958333,36.27083333
"Papilio",127.8958333,36.4375
"Papilio",127.8958333,36.8125
"Papilio",127.8958333,37.3125
"Papilio",127.9375,34.77083333
"Papilio",127.9375,34.8125
"Papilio",127.9375,35.1875
"Papilio",127.9375,35.4375
"Papilio",127.9375,35.64583333
"Papilio",127.9375,35.8125
"Papilio",127.9375,35.9375
"Papilio",127.9375,36.0625
"Papilio",127.9375,36.27083333
"Papilio",127.9375,36.3125
"Papilio",127.9375,36.35416667
"Papilio",127.9375,36.52083333
"Papilio",127.9375,36.5625
"Papilio",127.9375,36.60416667
"Papilio",127.9375,36.6875
"Papilio",127.9375,36.77083333
"Papilio",127.9375,36.8125
"Papilio",127.9375,36.89583333
"Papilio",127.9375,36.9375
"Papilio",127.9375,37.1875
"Papilio",127.9375,37.8125
"Papilio",127.9375,37.89583333
"Papilio",127.9375,37.9375
"Papilio",127.9791667,34.77083333
"Papilio",127.9791667,34.85416667
"Papilio",127.9791667,34.89583333
"Papilio",127.9791667,35.52083333
"Papilio",127.9791667,35.72916667
"Papilio",127.9791667,36.1875
"Papilio",127.9791667,36.47916667
"Papilio",127.9791667,36.6875
"Papilio",127.9791667,36.77083333
"Papilio",127.9791667,36.97916667
"Papilio",127.9791667,37.0625
"Papilio",127.9791667,37.10416667
"Papilio",127.9791667,38.14583333
"Papilio",127.9791667,38.1875
"Papilio",127.9791667,38.27083333
"Papilio",128.0208333,35.1875
"Papilio",128.0208333,35.72916667
"Papilio",128.0208333,35.8125
"Papilio",128.0208333,36.02083333
"Papilio",128.0208333,36.3125
"Papilio",128.0208333,36.35416667
"Papilio",128.0208333,36.4375
"Papilio",128.0208333,36.5625
"Papilio",128.0208333,36.8125
"Papilio",128.0208333,37.35416667
"Papilio",128.0208333,37.39583333
"Papilio",128.0208333,37.72916667
"Papilio",128.0208333,51.85416667
"Papilio",128.0625,35.1875
"Papilio",128.0625,35.3125
"Papilio",128.0625,35.4375
"Papilio",128.0625,35.60416667
"Papilio",128.0625,35.6875
"Papilio",128.0625,35.85416667
"Papilio",128.0625,35.9375
"Papilio",128.0625,36.0625
"Papilio",128.0625,36.10416667
"Papilio",128.0625,36.1875
"Papilio",128.0625,36.35416667
"Papilio",128.0625,36.4375
"Papilio",128.0625,36.5625
"Papilio",128.0625,36.6875
"Papilio",128.0625,36.89583333
"Papilio",128.0625,36.9375
"Papilio",128.0625,37.39583333
"Papilio",128.0625,37.4375
"Papilio",128.0625,37.77083333
"Papilio",128.0625,37.8125
"Papilio",128.0625,38.02083333
"Papilio",128.1041667,35.02083333
"Papilio",128.1041667,35.10416667
"Papilio",128.1041667,36.9375
"Papilio",128.1041667,37.4375
"Papilio",128.1041667,37.8125
"Papilio",128.1041667,38.1875
