"species","longitude","latitude"
"Papilio",128.1458333,35.10416667
"Papilio",128.1458333,35.14583333
"Papilio",128.1458333,35.1875
"Papilio",128.1458333,35.9375
"Papilio",128.1458333,35.97916667
"Papilio",128.1458333,36.27083333
"Papilio",128.1458333,36.39583333
"Papilio",128.1458333,36.4375
"Papilio",128.1458333,36.52083333
"Papilio",128.1458333,36.5625
"Papilio",128.1458333,36.60416667
"Papilio",128.1458333,36.6875
"Papilio",128.1458333,36.77083333
"Papilio",128.1458333,36.8125
"Papilio",128.1458333,36.85416667
"Papilio",128.1458333,36.89583333
"Papilio",128.1458333,36.9375
"Papilio",128.1458333,36.97916667
"Papilio",128.1458333,37.4375
"Papilio",128.1458333,37.47916667
"Papilio",128.1458333,37.9375
"Papilio",128.1458333,51.35416667
"Papilio",128.1875,35.0625
"Papilio",128.1875,35.1875
"Papilio",128.1875,35.39583333
"Papilio",128.1875,35.4375
"Papilio",128.1875,35.52083333
"Papilio",128.1875,35.72916667
"Papilio",128.1875,35.77083333
"Papilio",128.1875,36.0625
"Papilio",128.1875,36.1875
"Papilio",128.1875,36.27083333
"Papilio",128.1875,36.3125
"Papilio",128.1875,36.6875
"Papilio",128.1875,36.77083333
"Papilio",128.1875,36.9375
"Papilio",128.1875,37.1875
"Papilio",128.1875,37.72916667
"Papilio",128.1875,37.8125
"Papilio",128.1875,37.97916667
"Papilio",128.1875,38.22916667
"Papilio",128.2291667,35.52083333
"Papilio",128.2291667,36.1875
"Papilio",128.2291667,36.22916667
"Papilio",128.2291667,36.72916667
"Papilio",128.2291667,36.77083333
"Papilio",128.2291667,36.9375
"Papilio",128.2291667,36.97916667
"Papilio",128.2291667,37.47916667
"Papilio",128.2291667,37.60416667
"Papilio",128.2291667,37.9375
"Papilio",128.2291667,38.22916667
"Papilio",128.2291667,38.35416667
"Papilio",128.2708333,35.35416667
"Papilio",128.2708333,35.47916667
"Papilio",128.2708333,35.6875
"Papilio",128.2708333,36.14583333
"Papilio",128.2708333,36.27083333
"Papilio",128.2708333,36.3125
"Papilio",128.2708333,36.4375
"Papilio",128.3125,35.02083333
"Papilio",128.3125,35.1875
"Papilio",128.3125,35.4375
"Papilio",128.3125,35.52083333
"Papilio",128.3125,35.8125
"Papilio",128.3125,35.9375
"Papilio",128.3125,36.0625
"Papilio",128.3125,36.10416667
"Papilio",128.3125,36.1875
"Papilio",128.3125,36.27083333
"Papilio",128.3125,36.3125
"Papilio",128.3125,36.35416667
"Papilio",128.3125,36.4375
"Papilio",128.3125,36.47916667
"Papilio",128.3125,36.5625
"Papilio",128.3125,36.77083333
"Papilio",128.3125,36.8125
"Papilio",128.3125,36.9375
"Papilio",128.3125,36.97916667
"Papilio",128.3125,37.3125
"Papilio",128.3125,37.4375
"Papilio",128.3125,38.0625
"Papilio",128.3125,38.39583333
"Papilio",128.3541667,34.9375
"Papilio",128.3541667,35.4375
"Papilio",128.3541667,35.6875
"Papilio",128.3541667,36.10416667
"Papilio",128.3541667,36.14583333
"Papilio",128.3541667,36.1875
"Papilio",128.3541667,36.35416667
"Papilio",128.3541667,36.47916667
"Papilio",128.3541667,36.6875
"Papilio",128.3541667,36.72916667
"Papilio",128.3541667,36.77083333
"Papilio",128.3541667,36.8125
"Papilio",128.3541667,36.85416667
"Papilio",128.3541667,36.89583333
"Papilio",128.3541667,36.9375
"Papilio",128.3541667,36.97916667
"Papilio",128.3958333,34.85416667
"Papilio",128.3958333,34.9375
"Papilio",128.3958333,34.97916667
"Papilio",128.3958333,35.0625
"Papilio",128.3958333,35.4375
"Papilio",128.3958333,35.47916667
"Papilio",128.3958333,35.6875
"Papilio",128.3958333,36.22916667
"Papilio",128.3958333,36.3125
"Papilio",128.3958333,36.77083333
"Papilio",128.3958333,36.97916667
"Papilio",128.3958333,37.22916667
"Papilio",128.3958333,37.35416667
"Papilio",128.3958333,38.47916667
"Papilio",128.4375,34.9375
"Papilio",128.4375,35.0625
"Papilio",128.4375,35.1875
"Papilio",128.4375,35.27083333
"Papilio",128.4375,35.3125
"Papilio",128.4375,35.35416667
"Papilio",128.4375,35.5625
"Papilio",128.4375,35.60416667
"Papilio",128.4375,35.6875
"Papilio",128.4375,35.8125
"Papilio",128.4375,35.9375
"Papilio",128.4375,36.0625
"Papilio",128.4375,36.1875
"Papilio",128.4375,36.3125
"Papilio",128.4375,36.4375
"Papilio",128.4375,36.6875
"Papilio",128.4375,37.27083333
"Papilio",128.4375,38.3125
"Papilio",128.4791667,35.27083333
"Papilio",128.4791667,36.1875
"Papilio",128.4791667,36.35416667
"Papilio",128.4791667,36.39583333
"Papilio",128.4791667,36.4375
"Papilio",128.4791667,36.52083333
"Papilio",128.4791667,36.85416667
"Papilio",128.4791667,37.1875
"Papilio",128.4791667,37.47916667
"Papilio",128.4791667,37.5625
"Papilio",128.4791667,38.1875
"Papilio",128.4791667,38.22916667
"Papilio",128.4791667,38.27083333
"Papilio",128.4791667,38.3125
"Papilio",128.5208333,35.1875
"Papilio",128.5208333,35.39583333
"Papilio",128.5208333,35.6875
"Papilio",128.5208333,35.8125
"Papilio",128.5208333,36.35416667
"Papilio",128.5208333,36.47916667
"Papilio",128.5208333,36.52083333
"Papilio",128.5208333,36.8125
"Papilio",128.5208333,38.27083333
"Papilio",128.5625,35.1875
"Papilio",128.5625,35.3125
"Papilio",128.5625,35.4375
"Papilio",128.5625,35.47916667
"Papilio",128.5625,35.52083333
"Papilio",128.5625,35.5625
"Papilio",128.5625,35.6875
"Papilio",128.5625,35.72916667
"Papilio",128.5625,35.8125
"Papilio",128.5625,35.9375
"Papilio",128.5625,35.97916667
"Papilio",128.5625,36.0625
"Papilio",128.5625,36.1875
"Papilio",128.5625,36.22916667
"Papilio",128.5625,36.3125
"Papilio",128.5625,36.4375
"Papilio",128.5625,36.6875
"Papilio",128.5625,36.8125
"Papilio",128.5625,36.89583333
"Papilio",128.5625,36.9375
"Papilio",128.5625,37.1875
"Papilio",128.5625,37.3125
"Papilio",128.5625,37.4375
"Papilio",128.5625,37.85416667
"Papilio",128.5625,37.97916667
"Papilio",128.5625,38.1875
"Papilio",128.6041667,34.85416667
"Papilio",128.6041667,34.9375
"Papilio",128.6041667,35.22916667
"Papilio",128.6041667,35.9375
"Papilio",128.6041667,36.22916667
"Papilio",128.6041667,36.27083333
"Papilio",128.6041667,36.3125
"Papilio",128.6041667,36.4375
"Papilio",128.6041667,36.85416667
"Papilio",128.6041667,37.3125
"Papilio",128.6041667,37.35416667
"Papilio",128.6041667,38.02083333
"Papilio",128.6041667,38.1875
"Papilio",128.6458333,35.1875
"Papilio",128.6458333,35.22916667
"Papilio",128.6458333,35.3125
"Papilio",128.6458333,37.89583333
"Papilio",128.6458333,38.0625
"Papilio",128.6875,35.27083333
"Papilio",128.6875,35.3125
"Papilio",128.6875,35.4375
"Papilio",128.6875,35.5625
"Papilio",128.6875,35.8125
"Papilio",128.6875,35.9375
"Papilio",128.6875,36.02083333
"Papilio",128.6875,36.0625
"Papilio",128.6875,36.3125
"Papilio",128.6875,36.35416667
"Papilio",128.6875,36.5625
"Papilio",128.6875,36.9375
"Papilio",128.6875,37.1875
"Papilio",128.6875,37.27083333
"Papilio",128.6875,37.3125
"Papilio",128.6875,37.35416667
"Papilio",128.6875,37.4375
"Papilio",128.6875,37.9375
"Papilio",128.7291667,35.1875
"Papilio",128.7291667,35.4375
"Papilio",128.7291667,35.72916667
"Papilio",128.7291667,36.27083333
"Papilio",128.7291667,36.3125
"Papilio",128.7291667,36.35416667
"Papilio",128.7291667,36.39583333
"Papilio",128.7291667,36.4375
"Papilio",128.7291667,36.77083333
"Papilio",128.7291667,36.8125
"Papilio",128.7291667,36.89583333
"Papilio",128.7291667,37.9375
"Papilio",128.7708333,35.1875
"Papilio",128.7708333,35.22916667
"Papilio",128.7708333,35.5625
"Papilio",128.7708333,35.8125
"Papilio",128.7708333,36.0625
"Papilio",128.7708333,36.4375
"Papilio",128.7708333,36.5625
"Papilio",128.7708333,36.97916667
"Papilio",128.7708333,37.9375
"Papilio",128.8125,35.4375
"Papilio",128.8125,35.5625
"Papilio",128.8125,35.64583333
"Papilio",128.8125,35.6875
"Papilio",128.8125,35.9375
"Papilio",128.8125,36.0625
"Papilio",128.8125,36.1875
"Papilio",128.8125,36.22916667
"Papilio",128.8125,36.3125
"Papilio",128.8125,36.4375
"Papilio",128.8125,36.5625
"Papilio",128.8125,36.6875
"Papilio",128.8125,36.8125
"Papilio",128.8125,36.9375
"Papilio",128.8125,36.97916667
"Papilio",128.8125,37.3125
"Papilio",128.8125,37.4375
"Papilio",128.8125,37.8125
"Papilio",128.8541667,35.3125
"Papilio",128.8541667,35.35416667
"Papilio",128.8541667,35.4375
"Papilio",128.8541667,35.47916667
"Papilio",128.8541667,35.64583333
"Papilio",128.8541667,35.6875
"Papilio",128.8541667,35.8125
"Papilio",128.8541667,35.9375
"Papilio",128.8541667,36.35416667
"Papilio",128.8541667,36.8125
"Papilio",128.8958333,35.39583333
"Papilio",128.8958333,35.5625
"Papilio",128.8958333,36.3125
"Papilio",128.8958333,36.8125
"Papilio",128.8958333,36.97916667
"Papilio",128.8958333,37.4375
"Papilio",128.8958333,37.47916667
"Papilio",128.9375,35.22916667
"Papilio",128.9375,35.3125
"Papilio",128.9375,35.5625
"Papilio",128.9375,35.60416667
"Papilio",128.9375,35.64583333
"Papilio",128.9375,35.6875
"Papilio",128.9375,35.8125
"Papilio",128.9375,35.89583333
"Papilio",128.9375,36.0625
"Papilio",128.9375,36.1875
"Papilio",128.9375,36.3125
"Papilio",128.9375,36.39583333
"Papilio",128.9375,36.4375
"Papilio",128.9375,36.6875
"Papilio",128.9375,36.8125
"Papilio",128.9375,36.9375
"Papilio",128.9375,37.3125
"Papilio",128.9375,37.5625
"Papilio",128.9791667,35.10416667
"Papilio",128.9791667,35.4375
"Papilio",128.9791667,35.52083333
"Papilio",128.9791667,35.64583333
"Papilio",128.9791667,35.6875
"Papilio",128.9791667,35.8125
"Papilio",128.9791667,35.85416667
"Papilio",128.9791667,36.3125
"Papilio",128.9791667,36.35416667
"Papilio",129.0208333,35.10416667
"Papilio",129.0208333,35.1875
"Papilio",129.0208333,35.22916667
"Papilio",129.0208333,35.52083333
"Papilio",129.0208333,35.5625
"Papilio",129.0208333,35.85416667
"Papilio",129.0208333,36.1875
"Papilio",129.0208333,37.4375
"Papilio",129.0625,35.10416667
"Papilio",129.0625,35.27083333
"Papilio",129.0625,35.35416667
"Papilio",129.0625,35.39583333
"Papilio",129.0625,35.4375
"Papilio",129.0625,35.6875
"Papilio",129.0625,35.8125
"Papilio",129.0625,35.9375
"Papilio",129.0625,36.0625
"Papilio",129.0625,36.1875
"Papilio",129.0625,36.3125
"Papilio",129.0625,36.6875
"Papilio",129.0625,36.9375
"Papilio",129.0625,36.97916667
"Papilio",129.0625,37.02083333
"Papilio",129.0625,37.1875
"Papilio",129.0625,37.3125
"Papilio",129.0625,37.4375
"Papilio",129.0625,37.5625
"Papilio",129.1041667,35.39583333
"Papilio",129.1041667,36.3125
"Papilio",129.1041667,36.47916667
"Papilio",129.1041667,36.85416667
"Papilio",129.1458333,35.39583333
"Papilio",129.1458333,35.6875
"Papilio",129.1458333,35.77083333
"Papilio",129.1458333,35.8125
"Papilio",129.1458333,37.4375
"Papilio",129.1875,35.1875
"Papilio",129.1875,35.22916667
"Papilio",129.1875,35.3125
"Papilio",129.1875,35.39583333
"Papilio",129.1875,35.5625
"Papilio",129.1875,35.6875
"Papilio",129.1875,35.8125
"Papilio",129.1875,35.9375
"Papilio",129.1875,36.0625
"Papilio",129.1875,36.14583333
"Papilio",129.1875,36.1875
"Papilio",129.1875,36.3125
"Papilio",129.1875,36.35416667
"Papilio",129.1875,36.4375
"Papilio",129.1875,36.47916667
"Papilio",129.1875,36.5625
"Papilio",129.1875,36.6875
"Papilio",129.1875,36.9375
"Papilio",129.1875,37.1875
"Papilio",129.1875,37.3125
"Papilio",129.2291667,35.52083333
"Papilio",129.2291667,35.8125
"Papilio",129.2291667,35.97916667
"Papilio",129.2291667,36.77083333
"Papilio",129.2291667,37.3125
"Papilio",129.2708333,35.60416667
"Papilio",129.2708333,35.64583333
"Papilio",129.2708333,35.6875
"Papilio",129.2708333,35.77083333
"Papilio",129.2708333,36.77083333
"Papilio",129.2708333,36.9375
"Papilio",129.2708333,37.1875
"Papilio",129.2708333,37.27083333
"Papilio",129.3125,35.4375
"Papilio",129.3125,35.9375
"Papilio",129.3125,36.0625
"Papilio",129.3125,36.1875
"Papilio",129.3125,36.22916667
"Papilio",129.3125,36.3125
"Papilio",129.3125,36.5625
"Papilio",129.3125,36.6875
"Papilio",129.3125,36.77083333
"Papilio",129.3125,36.8125
"Papilio",129.3125,36.9375
"Papilio",129.3125,37.1875
"Papilio",129.3125,37.22916667
"Papilio",129.3541667,35.6875
"Papilio",129.3541667,36.9375
"Papilio",129.3958333,35.5625
"Papilio",129.3958333,35.60416667
"Papilio",129.3958333,35.6875
"Papilio",129.3958333,36.10416667
"Papilio",129.3958333,36.4375
"Papilio",129.3958333,36.8125
"Papilio",129.3958333,36.85416667
"Papilio",129.3958333,36.9375
"Papilio",129.3958333,36.97916667
"Papilio",129.4375,35.5625
"Papilio",129.4375,35.72916667
"Papilio",129.4375,35.8125
"Papilio",129.4375,35.9375
"Papilio",129.4375,35.97916667
"Papilio",129.4375,36.4375
"Papilio",129.4375,36.5625
"Papilio",129.4375,36.6875
"Papilio",129.4375,36.8125
"Papilio",129.5208333,36.02083333
"Papilio",129.7291667,49.35416667
"Papilio",129.7291667,49.39583333
"Papilio",129.8541667,32.72916667
"Papilio",130.1041667,33.47916667
"Papilio",130.1875,33.5625
"Papilio",130.2291667,33.39583333
"Papilio",130.2708333,32.72916667
"Papilio",130.2708333,33.5625
"Papilio",130.3958333,33.5625
"Papilio",130.5208333,31.52083333
"Papilio",130.6041667,31.77083333
"Papilio",130.6875,32.8125
"Papilio",130.6875,42.52083333
"Papilio",130.7291667,32.77083333
"Papilio",130.7291667,49.10416667
"Papilio",130.7708333,31.77083333
"Papilio",131.1041667,49.10416667
"Papilio",131.3958333,33.27083333
"Papilio",131.3958333,44.72916667
"Papilio",131.4791667,31.8125
"Papilio",131.4791667,33.3125
"Papilio",131.6875,43.6875
"Papilio",131.6875,43.72916667
"Papilio",131.7708333,44.85416667
"Papilio",131.9791667,45.0625
"Papilio",132.1458333,43.6875
"Papilio",132.3125,34.35416667
"Papilio",132.4375,34.4375
"Papilio",132.7708333,33.77083333
"Papilio",132.7708333,33.85416667
"Papilio",132.7708333,43.14583333
"Papilio",132.8125,44.60416667
"Papilio",132.8958333,32.97916667
"Papilio",133.2291667,35.4375
"Papilio",133.3541667,33.97916667
"Papilio",133.4791667,33.5625
"Papilio",133.4791667,33.60416667
"Papilio",133.5208333,33.5625
"Papilio",133.5208333,45.22916667
"Papilio",133.6458333,34.89583333
"Papilio",133.6875,33.5625
"Papilio",133.8125,34.27083333
"Papilio",133.9375,34.64583333
"Papilio",134.0208333,34.85416667
"Papilio",134.2708333,34.10416667
"Papilio",134.3541667,46.85416667
"Papilio",134.8125,34.89583333
"Papilio",134.9791667,34.47916667
"Papilio",134.9791667,35.02083333
"Papilio",135.1458333,34.6875
"Papilio",135.1458333,35.3125
"Papilio",135.1875,34.6875
"Papilio",135.1875,34.72916667
"Papilio",135.2291667,34.8125
"Papilio",135.2708333,34.85416667
"Papilio",135.3125,34.72916667
"Papilio",135.3541667,34.77083333
"Papilio",135.3958333,34.77083333
"Papilio",135.3958333,35.47916667
"Papilio",135.4375,34.77083333
"Papilio",135.4791667,34.72916667
"Papilio",135.4791667,34.8125
"Papilio",135.4791667,34.85416667
"Papilio",135.5208333,34.6875
"Papilio",135.5208333,34.72916667
"Papilio",135.5208333,34.8125
"Papilio",135.5625,34.8125
"Papilio",135.6041667,34.5625
"Papilio",135.6041667,34.6875
"Papilio",135.6041667,35.47916667
"Papilio",135.6458333,34.97916667
"Papilio",135.6875,35.02083333
"Papilio",135.7291667,35.02083333
"Papilio",135.7291667,35.47916667
"Papilio",135.7708333,34.89583333
"Papilio",135.7708333,34.97916667
"Papilio",135.7708333,35.02083333
"Papilio",135.7708333,35.0625
"Papilio",135.8125,34.6875
"Papilio",135.8125,35.02083333
"Papilio",135.8541667,34.6875
"Papilio",135.8541667,35.02083333
"Papilio",136.1458333,45.3125
"Papilio",136.1875,35.85416667
"Papilio",136.1875,36.22916667
"Papilio",136.2291667,35.27083333
"Papilio",136.4791667,34.72916667
"Papilio",136.5208333,35.10416667
"Papilio",136.5208333,51.3125
"Papilio",136.5625,35.10416667
"Papilio",136.5625,35.35416667
"Papilio",136.6041667,36.5625
"Papilio",136.6458333,35.14583333
"Papilio",136.6458333,36.4375
"Papilio",136.6458333,36.5625
"Papilio",136.6875,36.5625
"Papilio",136.7708333,35.47916667
"Papilio",136.8125,35.14583333
"Papilio",136.8958333,35.1875
"Papilio",136.9375,35.22916667
"Papilio",137.0208333,35.1875
"Papilio",137.0208333,35.27083333
"Papilio",137.0625,34.97916667
"Papilio",137.0625,35.22916667
"Papilio",137.1458333,34.9375
"Papilio",137.1458333,34.97916667
"Papilio",137.1875,34.9375
"Papilio",137.1875,34.97916667
"Papilio",137.1875,36.72916667
"Papilio",137.3541667,36.64583333
"Papilio",137.5208333,35.47916667
"Papilio",138.0208333,34.77083333
"Papilio",138.1041667,35.0625
"Papilio",138.1875,36.35416667
"Papilio",138.2291667,36.39583333
"Papilio",138.2708333,34.8125
"Papilio",138.2708333,34.85416667
"Papilio",138.2708333,36.39583333
"Papilio",138.3125,34.85416667
"Papilio",138.6041667,35.22916667
"Papilio",138.8541667,35.10416667
"Papilio",138.8958333,35.14583333
"Papilio",138.9375,35.10416667
"Papilio",139.2291667,35.39583333
"Papilio",139.2291667,35.64583333
"Papilio",139.2291667,35.6875
"Papilio",139.2291667,36.27083333
"Papilio",139.2708333,35.4375
"Papilio",139.2708333,35.60416667
"Papilio",139.2708333,35.64583333
"Papilio",139.2708333,35.6875
"Papilio",139.3125,35.39583333
"Papilio",139.3125,35.47916667
"Papilio",139.3125,35.72916667
"Papilio",139.3125,35.85416667
"Papilio",139.3125,36.3125
"Papilio",139.3541667,35.4375
"Papilio",139.3541667,35.72916667
"Papilio",139.3958333,35.47916667
"Papilio",139.3958333,35.6875
"Papilio",139.3958333,35.9375
"Papilio",139.4375,35.47916667
"Papilio",139.4375,35.6875
"Papilio",139.4375,35.9375
"Papilio",139.4791667,35.35416667
"Papilio",139.4791667,35.47916667
"Papilio",139.4791667,35.6875
"Papilio",139.4791667,35.77083333
"Papilio",139.5208333,35.39583333
"Papilio",139.5208333,35.47916667
"Papilio",139.5208333,35.5625
"Papilio",139.5208333,35.60416667
"Papilio",139.5208333,35.64583333
"Papilio",139.5208333,35.9375
"Papilio",139.5625,34.14583333
"Papilio",139.5625,35.35416667
"Papilio",139.5625,35.39583333
"Papilio",139.5625,35.4375
"Papilio",139.5625,35.47916667
"Papilio",139.5625,35.52083333
"Papilio",139.5625,35.5625
"Papilio",139.5625,35.60416667
"Papilio",139.6041667,35.35416667
"Papilio",139.6041667,35.4375
"Papilio",139.6041667,35.47916667
"Papilio",139.6041667,35.52083333
"Papilio",139.6041667,35.5625
"Papilio",139.6041667,35.60416667
"Papilio",139.6041667,35.64583333
"Papilio",139.6041667,35.89583333
"Papilio",139.6041667,35.9375
"Papilio",139.6458333,35.4375
"Papilio",139.6458333,35.89583333
"Papilio",139.6875,35.52083333
"Papilio",139.6875,35.60416667
"Papilio",139.6875,35.64583333
"Papilio",139.6875,35.6875
"Papilio",139.6875,35.72916667
"Papilio",139.7291667,35.64583333
"Papilio",139.8125,35.9375
"Papilio",139.8958333,36.5625
"Papilio",139.9375,35.72916667
"Papilio",139.9375,36.5625
"Papilio",140.0625,35.6875
"Papilio",140.0625,36.14583333
"Papilio",140.0625,39.6875
"Papilio",140.1041667,36.0625
"Papilio",140.1041667,36.10416667
"Papilio",140.1041667,36.1875
"Papilio",140.1458333,35.97916667
"Papilio",140.1875,39.64583333
"Papilio",140.3125,35.77083333
"Papilio",140.5625,39.1875
"Papilio",140.6041667,37.97916667
"Papilio",140.7291667,40.8125
"Papilio",140.8541667,38.27083333
"Papilio",140.8958333,38.22916667
"Papilio",140.8958333,38.27083333
"Papilio",141.2708333,43.0625
"Papilio",142.8958333,51.5625
"Papilio",174.7291667,-36.8125
"Papilio",9.270833333,48.77083333
"Papilio",97.02083333,28.14583333
"Papilio",98.9375,26.5625
"Papilio",98.9375,28.47916667
"Papilio",99.3125,27.8125
"Papilio",99.89583333,26.85416667
